,date,arrondissement,auteur,etoile,education,securite,loisir,sante,transport,qualite de vie,culture,commerce,environnement,commentaires
80,29-04-2021,5e,Cemoi,8.88,8,8,7,10,10,9,10,9,8,"uartier sublime,  historique et animé surtout vers Saint-Michel. Un peu l'impression d'être au ""centre du monde"". Les meilleurs lycées de France.   On a tout sous la main,  même tard le soir."
81,26-02-2021,5e,AntoninK,8.75,9,8,7,10,10,9,8,9,7,"a mixité entre les jeunes (dû à la présence importante d'écoles) et les personnes plus âgées,  propriétaires des beaux logements.
La mixité politique : ni trop conservateur mais pas non plus trop de gauche.

Les transports,  le charme du quartier,  la présence de nombreux commerces de proximité..."
82,10-02-2021,5e,zarty,9.06,10,8,9,10,9,9,10,10,7,"eilleurs lycées,  facs,  prépas de France
On trouve tout ce qu'on veut
Pas mal d'espaces de verdure,  beaucoup de rues avec très peu de circulation
Impossible d'avoir plus de possibilités de transports,  de moyens de déplacement.
Beaucoup de lieux emblématiques de Paris,  beaucoup d'endroits culturels
Quartier globalement très calme,  dans tous les bons sens du terme."
83,28-10-2020,5e,Doo,9.06,10,9,8,10,10,9,9,9,8,"ualité de vie, espaces verts (jardin des plantes par exemple), écoles d'excellent niveau, petits commerces, vie de village, proche du centre et de la Seine, etc."
84,21-10-2020,5e,schneider25,7.81,9,8,6,8,8,8,7,8,7,"eaucoup de petits commerçants locaux, surtout dans la Rue Mouffetard et la rue Monge, deux axes fondamentaux du quartier. Arrondissement très safe et calme. Pas mal de verdure pour Paris (jardin des plantes, arènes de Lutèce, squares et autres petits parcs...) le quartier le plus universitaire de Paris (Sorbonne, Sorbonne Nouvelle, Panthéon, Collège de France...) quartier vivant ! Beaucoup de petits cinémas de quartier, de théâtre et de bibliothèques.
Le coût de la vie n'est pas excessivement élevé pour Paris, c'est le bon compromis ! Pas trop populaire mais pas trop riche, pas trop touristique mais pas mort..."
85,08-10-2020,5e,antoine75005,8.25,10,9,8,8,8,8,10,9,6,"rès bel arrondissement de la rive gauche. J'y habite depuis 3 ans après avoir été dans le 13eme quelques années.
C'est un arrondissement qui détient un riche patrimoine et une architecture en harmonie.

- Culture et activités : musées, activités sportives...
- Environnement : proximité quai de Seine, Jardin des Plantes par exemple
- Enseignement : de nombreux établissements scolaires d'excellence. Bon peut être un peu trop surfait.
- Commerce : Rue Mouffetard, Boulevard Saint Marcel, Avenue des Gobelins, Boulevard Saint Michel...
- Transports : Metro 5,7,10 et RER B et C
- Sécurité : on se sent en sécurité même si la nuit est tombée. Peu de délinquance"
86,23-09-2020,5e,Patriarches05,6.0,10,7,3,9,10,5,2,9,6,"e quartier latin est un quartier vraiment agréable. Les petits commerces sont d'époques, la musique et les couples qui dansent le dimanche en bas de la rue Mouffetard nous projettent cent ans en arrière quand le dimanche était un jour festif... Il y a les transports qui sont nombreux et surtout une grande quantité d'écoles et de médecins."
87,17-02-2020,5e,DK-SoW_15,9.0,10,10,9,9,6,9,10,10,8," Quartier Latin (monuments historiques)
- Bars et Restaurants
- Rues piétonnes
- Sécurité
- Situation géographique
- Enseignement
- Parcs et jardins, notamment Jardin des Plantes et Arènes de Lutèce."
88,11-04-2019,5e,NicolasDu5,8.38,10,8,9,9,9,8,9,9,7,"es meilleurs écoles du pays. Des hôpitaux et médecins en quantité. Plusieurs lignes de métro et de bus très stratégiques. Des monuments parmi les plus beaux de Paris, nombre de parcs impressionnants. Le quartier latin offre un charme incroyable à cette partie de Paris. Plutôt calme et bien fréquentée, le 5eme reste populaire dans l'esprit. il n'y a quasiment que de beaux immeubles."
89,25-09-2018,5e,frank,9.19,9,10,8,10,10,9,9,9,10,"uartiers très animés surtout vers Mouftard et Saint Michel (pub, etc).
Des commerces de proximité, supérettes partout.
Un quartier culturel et une ambiance jeune et universitaire avec les nombreux lycées et universités .
Jardin des Plantes, Luxembourg.
Assez paisible la nuit. 
Population agréable. 
Restaurants très nombreux pour tous les goûts. 

Le meilleur quartier de Paris."
90,23-09-2018,5e,dasdas,9.63,10,9,9,9,10,10,10,9,8,"lus bel arrondissement de Paris. On ne s'y ennuie jamais. Quartier très vivant, étudiant, historique. Détient les meilleurs établissements parisiens : la Sorbonne, Henri IV, Louis le Grand. Quelques parcs. Autant d'endroits calmes qu'animés."
91,31-08-2018,5e,Ourson,8.38,8,8,8,8,8,9,8,7,7,"a vie dans le 5e est très agréable. On est en plein centre de Paris et on peut facilement passer d'un coin animé à un coin calme en parcourant quelques dizaines de mètres.

Pour la vie quotidienne, il y a plein de cafés et de restaurants, des commerces variés et de très nombreuses supérettes style Franprix ou Carrefour Market, des librairies des parcs et squares très agréables, etc. Tous les corps médicaux sont représentés et on peut obtenir des rendez-vous sans attendre des semaines comme ailleurs.

Il y a de petites balades sympa à faire dans et autour du jardin des plantes, au bord de la Seine, dans le quartier Mouffetard et la Montagne Sainte Geneviève, aux arènes de Lutèce...

L'offre culturelle est très présente. Entre les étudiants, les touristes et les habitants, le quartier a un caractère cosmopolite très sympa.

Niveau transport, le 5e est très bien desservi, avec 2 lignes de métro (7 et 10) qui le traversent, le RER qui passe en lisière ouest, et de nombreuses lignes de bus."
92,05-06-2018,5e,loulooub,9.44,10,8,9,9,9,10,10,6,10,"l y a tout dans le 5e qui en plus se trouve au coeur de Paris : des super écoles, des places en crèche, plein de squares magnifiques (arènes de Lutèce), deux parcs (Luxembourg qui est en limite de l'arrondissement et Jardin des Plantes), une tonne de commerçants, certains excellents et pas chers, des librairies, des cinémas, plein de médecins, un grand choix de restaurants. Le 5e est relativement peu peuplé avec des équipements parmi les meilleurs de Paris (piscines - celle de la rue de Pontoise est magnifique -, gymnases, bibliothèques municipales, etc). Il y a beaucoup de ruelles pavées, peu de grands axes, c'est dans l'ensemble calme et on respire. C'est un arrondissement qui offre une excellente qualité de vie."
93,01-06-2018,5e,candy,9.19,7,9,6,9,9,10,9,9,9,"our tous les gourmets, la rue Mouffetard est un plaisir. L'architecture nous replonge dans le vieux Paris, et ce village est superbe. Et comme tous les joyaux, cela a un prix, celui de la rareté. Quel plaisir de s'y promener à n'importe quelle heure en sécurité!!"
94,17-05-2018,5e,Aurorine,8.69,9,9,8,8,9,9,9,7,8,"nvironnement très beau, bonnes écoles, arrondissement bien géré, vraie vie de quartier (ex Val de Grâce), très commerçant (marchés, brocantes...), on se sent en sécurité."
95,14-03-2018,5e,Parisien,9.31,10,10,5,9,9,10,9,9,8,"n quartier super agréable ! La rue Mouffetard, le Panthéon, Jardin des Plantes, Arènes de Lutèce sont sublimes !
Très bien desservi par les lignes 7, 10, et 5 ! Ainsi que les nombreuses lignes de bus !
Enseignement d'excellence. La Sorbonne est la meilleure infrastructure du pays.
Beaucoup de commerces, de squares, et de merveilleux restaurants !
L'un des meilleurs arrondissements en temps printanier !"
96,11-06-2017,5e,Manusympa,7.75,9,7,7,9,7,8,8,5,8,"eauté et intérêts du site  (jardin du luxembourg, pantheon, îles de la cite/st louis, place de la sorbonne, odeon, st michel, musées, bistrots, etc). Quartier animé (touristes). Beaucoup de cafés restaurants sympas. Très bien desservi par les transports."
97,16-10-2016,5e,Kika,9.13,8,8,7,8,9,10,10,10,6,"uartier magnifique, central, transports au top jour et nuit (même le bateau!), grandes écoles, c'est un rêve d'habiter là, grands parcs, commerces jours et nuit"
98,19-02-2016,5e,Lutece,7.81,9,8,7,7,8,8,9,7,6,ille agréable et vivante. Le village Mouffetard est très animé et nous propose de différentes animations au cours de l'année. Plusieurs choix pour la scolarisation des enfants (petits et grands). Architecture magnifique!
99,27-09-2015,5e,Charlie,9.25,9,9,6,7,10,10,10,9,8,"space verts, Jardins des plantes, au calme et au centre de Paris"
100,20-08-2015,5e,Brinou,7.13,8,7,6,8,8,7,9,6,6,"ocalisation exceptionnelle au cœur de Paris. 
Il y a le secteur quartier latin où j'ai vécu dans une chambre de bonne pendant 2 ans. Les côtés positifs sont bien sûr le charme et l'animation de ce quartier ! la proximité avec les musées Louvre/Musée des Impressionnistes, Notre Dame, les halles, l'hôtel de Ville... de jolies petites églises à proximité du quartier latin. Et les commerces à chaque coin de rue! Beaucoup de choses à voir et de promenades hyper agréables. Un très bel endroit, et bon à vivre pour ceux qui recherchent une vie dynamique et n'ont pas peur du monde!
L'idéal étant de trouver un logement côté cour (sinon attention aux nuisances sonores).
Emplacement parfait également pour la proximité Bus, métros RER. tout y est à profusion ! 

Il y a aussi le 5ème côté Censier/Monge, plus calme, plus étudiant, avec des bibliothèques, et des squares très sympas. Des marchés, et pour un peu plus d'animation il y à la rue mouffetard

Pour ma part, ayant très bien connu les deux côtés du 5ème arrondissement, je ne peux que recommander pour ceux qui ont les moyens !"
101,06-07-2015,5e,PPM13,8.81,8,9,7,9,10,9,8,10,8,"ommerces, bars, restaurants, écoles, cinémas, universités, métros, bus et gares à proximité, à quelques minutes à pied de ND de Paris et du marais. Quelle vie !"
102,14-01-2015,5e,Ancien d'la Rue de l'Estrapade,8.56,10,8,5,9,9,9,9,8,7,"uartiers très animés surtout vers Mouftard et Saint Michel (pub, etc)
Des commerces de proximités, superettes partout 
Un quartier culturel et une ambiance jeune et universitaire avec les nombreux lycées et universités 
Jardin des Plantes, Luxembourg
Assez paisible la nuit 
Population agréable 
Restaurants très nombreux pour tous les goûts 
Très bien desservi au niveau des transports 

Le meilleur quartier de Paris"
103,15-12-2014,5e,anita,4.5,8,2,6,8,9,3,6,8,1,uais de seine et ses petites rues/ jardin des plantes/transports/magasins/supermarchés/boutiques sympas/petits restaus( je parle pas en bas de saint michel!)centre mutualité
104,01-11-2014,5e,Patrick,2.69,4,5,1,5,6,2,3,2,1,eaucoup de transports
105,26-05-2021,6e,dddl,9.06,10,10,9,10,8,9,10,9,7,"on arrondissement préféré,  le sixième est un quartier calme et le seul quartier avec 0 délinquance.
Les immeubles y sont magnifiques,  notamment le quartier saint germain- odéon.
Au cœur du sixième se trouve le jardin du Luxembourg et c'est assez agréable d'avoir un peu de verdure pas très loin pour se promener le week-end.
Le sixième comprend de nombreux bars,  restaurants,  cafés et terrasses. Il comprend également beaucoup de librairies et de musées (comme le musée du Luxembourg).
Depuis le confinement,  beaucoup de pistes cyclables ont été installées,  c'est très pratique pour prendre le vélib mais c'est un peu moins agréable pour les conducteurs de voitures."
106,09-12-2020,6e,jeannedes,6.94,9,8,7,9,7,6,9,9,5,"et arrondissement possède de multiples qualités : de nombreux espaces verts ( le magnifique jardin du Luxembourg),  une ambiance sereine ( de sécurité j'entends), il est très bien desservi et se dote de deux super lignes de métro que sont la 12 et la 4. De nombreux petits commerces, marchés ( allée Sonya Rykiel ),  le bon marché pour les fines bouches, beaucoup de cinémas et de théâtres,  la vie culturelle est très riche,  par contre pour le sport j'imagine qu'il doit y avoir ce qu'il faut puisque je n'y vais pas.
Le 6eme se dote,  paradoxalement, de la pharmacie la moins chère de Paris ( citypharma)."
107,07-05-2020,6e,Paul,8.5,8,9,7,8,8,9,8,8,8,"uartier magnifique avec le jardin du Luxembourg, Saint Sulpice, le quartier Saint-germain...
Beaucoup de magasins indépendants comme chaines avec la rue de Rennes.
Proche de Montparnasse et des cinémas, restaurants.
Beaucoup de Bus et ligne de métro 4/12 permettant de facilement rejoindre les autres arrondissements."
108,23-12-2019,6e,Louloudu6,9.38,9,8,8,7,10,10,10,9,9,"eilleure ville.
On s'y sent bien vivre, aucun nuisance d'aucun type
Des bâtiments magnifiques
Les cafés les plus connus de Paris
La Rue de rennes et ses commerces."
109,27-09-2019,6e,disette,4.31,7,7,5,8,9,2,8,8,1,"e suis resté en location 3/4 ans autour de Duroc/Vaneau.
Excellente couverture en métro qui donne accès à tout Paris. Métro 10 peu fréquenté même en heure de pointe.
Bonne offre culturelle, en particulier les cinémas de Montparnasse.
Beaucoup de commerces, de boulangeries, de magasins culturels. Restaurants variés, il n'y a pas que des kebabs.
Beaucoup de médecins."
110,22-03-2019,6e,Xoff,7.06,8,8,5,8,8,7,7,7,6," Pour avoir vécu 10 ans dans le 19ème (que j'ai su apprécier malgré ses défauts), quitter le 6ème pour un autre arrondissement sera pour moi difficile, sauf à rejoindre le 5ème.
- Centre historique de Paris chargé d'histoire et qui continue à incarner une certaine vie parisienne.
- Quartier central et bénéficiant d'un accès optimal au réseau de transports.
- Jardin du Luxembourg qui figure parmi les rares grands parcs de Paris.
- Proximité immédiate d'établissements scolaires et hospitaliers renommés.
- Beaucoup de commerces dont certains de renommée internationale.
- Offre culturelle d'une extrême richesse : cinémas, théâtre, musées,…"
111,22-10-2018,6e,cléopatre,7.44,8,8,2,7,8,8,8,7,7,"elle architecture du vieux Paris (notamment quartiers St Germain, Odéon, Monnaie), espaces verts (jardin du Luxembourg), culture (Notre dame, Conciergerie, Ste chapelle, proche musée Orsay et quartier latin, …) et loisirs (nombreux restaurants, cinémas, spectacles), proche grandes écoles, sentiment de sécurité et de bien être, transports en commun (très bien desservi : métro, RER, bus, taxis et proche toutes grandes gares), médecine."
