,date,arrondissement,auteur,etoile,education,securite,loisir,sante,transport,qualite de vie,culture,commerce,environnement,commentairePositif,commentaireNegatif
32,Avis posté le 26-07-2021 à 09:36,paris-3e-arrondissement_75103,Zorro75003,5.88,8,5,2,9,9,5,10,8,3,"Les points positifs : NB : J'habite dans ce quartier depuis plus de 10 ans

Le principal atout est la beauté des lieux et l'offre culturelle.
Difficile de compter les musées sans en oublier : Carnavalet,  Picasso,  Cognac Jay,  musée de la chasse,  etc.
Peu de constructions récentes qui défigurent la vue.
Plutôt assez facile de trouver des médecins et spécialistes + imagerie / labos à proximité
Nombreux commerces et restos rue de Bretagne,  même si le nombre de chocolatiers / confiseurs de luxe n'a aucun sens.","Les points négatifs : - La propreté est un vrai sujet. Quelle image cela doit-il renvoyer aux touristes ! Rien à voir avec les arrondissements de l'ouest. Certes on pourrait se dire que c'est la conséquence de personnes de passage qui oublient leurs canettes de bières sur le trottoir. Mais les crottes de chien sont plutôt de la responsabilité d'habitants du quartier.

- Les taggeurs agissent en toute impunité. On se demande bien quelle bouillie irrigue leurs cerveaux pour dégrader des hôtels particuliers de leurs signatures et dessins ridicules. Les services de propreté essaient bien de les retirer au fur et à mesure,  mais il est malheureusement plus facile de dégrader que de nettoyer. La meilleure solution serait de les appréhender et de leur faire réparer leurs dégradations mais on ne sent pas de volonté politique sur ce sujet.

- Sécurité : Mendicité classique de mafias d'Europe de l'est devant les Franprix de la rue de Bretagne. Pas méchant mais nuisance quand même. Dealers au-dessus du square du temple au niveau des vélibs mais espérons que cela se calme avec l'ouverture du commissariat de Paris centre à cet endroit en 2022. Des personnes qui fument du cannabis en pleine rue comme si cela était normal et sans être inquiétées (mais comme partout à Paris malheureusement)

- L'enseignement public y est très bien (primaires,  collèges Victor Hugo et Béranger). Malheureusement le système Affelnet pénalise largement les élèves du quartier à la sortie du collège en les envoyant principalement dans le 19ème ou 11ème. Résultat : fuite vers le privé dès le primaire --> fermeture de classes publiques.

- Aucune possibilité de faire du sport en plein air

- Des choix parfois déconnectés du réel de la part de la municipalité. Exemple square Léonor Fini: un terrain pour les enfants fait d'un revêtement en sable bizarre. Lorsqu'ils y courent cela génère de la poussière qu'ils respirent à plein poumon. Sans compter la présence d'un panneau de basket (sur du sable donc..)

- Des immeubles qui auraient besoin d'un ravalement,  toutes les copros ne jouent pas le jeu de la beauté du quartier (exemple rue de Poitou)

- Beaucoup de monde et du bruit,  mais c'est indissociable de l'attractivité et du caractère central

Au final,  un quartier frustrant,  qui a le potentiel d'être le plus bel endroit de la capitale,  mais qui est pénalisé par des comportements non civiques et une densité de population et de passage trop forte."
33,Avis posté le 12-06-2021 à 10:08,paris-3e-arrondissement_75103,Jeebee,9.38,8,8,8,9,10,10,10,10,7,"Les points positifs : Une petit arrondissement village où tout est à portée de main,  en 5 minutes à pied maximum.
Que ce soit au niveau des sorties (restaurants,  bars) de la culture (galeries d'arts,  architecture...) Ou encore de la vie pratique (commerces,  santé) tout est fait pour faciliter la vie.","Les points négatifs : Encore beaucoup trop de voitures,  trop de manifestations qui génèrent bruit et nuisances. La place de la République est devenue le réceptacle de tous les agités qui manifestent pour un rien..."
34,Avis posté le 28-04-2021 à 21:09,paris-3e-arrondissement_75103,florence6427,8.06,9,8,1,6,10,9,10,7,6,"Les points positifs : Un arr. au patrimoine architectural exceptionnel : de nombreux musées (Picasso,  Carnavalet,  Judaïsme,  Arts et Métiers,  musée de la chasse,  Les Archives Nationales etc),  des hôtels particuliers,  de très beaux jardins (certes un peu petits)...bref,  c'est très beau.
L'enseignement est de qualité,  les écoles publiques ne sont pas surchargées et d'un très bon niveau (20/22 enfants par classe en moyenne en primaire),  beaucoup d'endroits pour sortir (restaurants,  bars),  une population sympa,  non blasée,  assez mixée socialement.
L'arrondissement est central,  pratique pour se rendre partout à Paris.","Les points négatifs : -La saleté... elle est partout : crottes de chiens,  tags (dès qu'on en retire un,  il revient au galop),  cannettes sur la voie publique. Et les bornes jaunes qui ont été mises en juin 2020 pour donner plus de places aux piétons. Elles devaient être là de façon temporaire et 1 an plus tard,  elles sont toujours en place. Les voitures ne peuvent pas se garer,  du coup,  elles saccagent les bornes pour se glisser là où elles peuvent.
-Beaucoup de mendicité active : installés à l'année devant les boulangeries et superettes,  ils guettent notre venue.
-Les vélos,  ha les vélos... ils sont partout,  il faut bien faire attention en traversant,  ça devient dangereux,  on ne sait plus où regarder. Par ailleurs,  il n'y a pas de parking sécurisé pour les garer.
-Les commerces de bouche qui deviennent de plus en plus rares : la rue de Bretagne est désormais occupée par les chocolatiers de luxe qui font la joie des touristes.
-Les prix des logements vertigineux. Du coup les familles partent au fur et à mesure,  des classes ferment,  quelle sera la situation dans 5 ans ?
-La place de la République très minérale. Elle manque de vert."
35,Avis posté le 27-01-2021 à 17:25,paris-3e-arrondissement_75103,kilcher,8.19,9,8,7,9,9,8,10,9,6,"Les points positifs : Beaucoup de commerces et d'établissements de santé,  une vie culturelle riche (quand on le peut)
Accès à tout Paris rapidement avec le métro et les bus.
On peut tout faire à pied sans problème et beaucoup de magasins sont ouverts le dimanche.
Vie de quartier très agréable,  les écoles sont à proximité et l'offre de la petite enfance très satisfaisante.","Les points négatifs : Peu d'espaces verts et ils ne sont pas bien grands... en plus l'interdiction de fumer n'est pas respectée c'est dommage car on ne peut pas respirer dans ce peu de verdure.
L'immobilier est hors de prix.
Les rues restent très sales."
36,Avis posté le 23-10-2020 à 08:17,paris-3e-arrondissement_75103,charles75,9.56,10,9,7,9,9,10,10,10,9,"Les points positifs : Vie culturelle intense, commerces de bouche qui se développent, jardins agréables : square Saint Gilles... Ouverture des commerces le dimanche, nombreux restaurants sympathiques, très beaux marchés, véritable qualité de vie avec nombreux hôtels particuliers, rues calmes, quartier situé au centre de Paris. ",Les points négatifs : Rien.
37,Avis posté le 16-10-2020 à 16:49,paris-3e-arrondissement_75103,Andy003,8.19,9,8,9,9,9,8,9,8,6,"Les points positifs : C'est beau.
Les petites rues, les immeubles, les jolies boutiques,...
Des rues très commerçantes, d'autres plus résidentielles, des rues avec beaucoup de bars, d'autres sans, donc ça reste assez varié.
La proximité de tout.
On peut se passer du métro, tant tout est à porter de mains.","Les points négatifs : Un gros point négatif: trop de monde.
Dans les rues surtout.
C'est étouffant. Le samedi après midi notamment, un monde fou.
Beaucoup de gens de passages.

Et sinon, immobilier assez cher, mais bon c'est le centre de Paris quoi !"
38,Avis posté le 23-09-2019 à 02:19,paris-3e-arrondissement_75103,Joul,3.88,6,2,5,6,6,3,5,8,0,"Les points positifs : Les boutiques sont magnifiques, et il est très agréable d'y déambuler en début de journée, quand le calme est encore là.
Assez bien desservi par le métro, bien que certains coins de l'arrondissement soient excentrés.","Les points négatifs : Cet arrondissement est beaucoup trop pollué, avec notamment plusieurs boulevards constamment bouchés. Le fait de supprimer des voies n'y change rien.
Très sale, extrêmement !!! Je crois que c'est la pire chose.
Assez mal famé, je me retrouve souvent nez-à-nez avec des alcoolos qui viennent m'accoster. Ce n'est pas très agréable.
Malheureusement, cet arrondissement ne peut pas se reposer avec la fête constante dans les rues, et on en souffre beaucoup."
39,Avis posté le 02-07-2019 à 00:21,paris-3e-arrondissement_75103,Lilalolu,6.63,7,7,6,9,9,6,8,9,3,"Les points positifs : Quartier en constante évolution avec des commerces et cafés restaus sympas.
Bien desservi en transports grâce à République.
Central.","Les points négatifs : Entre le marais et République c'est très sale et bruyant avec toutes les terrasses.
La place de la République rénovée s'est dégradée en très peu de temps.
Le Monoprix rue du temple n'est pas agréable.
Les commerces sont très chers. Les cafés aussi: 6 euros le cappucino; plus de 20 euros le repas de midi."
40,Avis posté le 09-10-2018 à 17:50,paris-3e-arrondissement_75103,Fifik,4.56,9,9,9,9,2,2,9,9,1,"Les points positifs : Petites rues sympas, une multitudes de commerces suivant le secteur.","Les points négatifs : Bars restaurants qui s'étalent sur l'espace public, terrasse bruyante, les bobos sont des gens irrespectueux, tournages de films continuellement, pour des scènes qui auraient pu être faites en studio, embouteillage, klaxon. ""Jeunes"" du secteur Art et Métiers qui traînent une partie de la nuit."
41,Avis posté le 03-10-2018 à 16:48,paris-3e-arrondissement_75103,Cool,9.56,10,9,9,8,9,10,10,9,9,"Les points positifs : Super ambiance, plein de musées, architecture magnifique, toutes les écoles du coin sont très sympa, aucun risque le soir/la nuit, habitants chaleureux et souriants, meilleur quartier de Paris :)","Les points négatifs : De plus en plus de touristes, les prix augmentent, les petits commerces ferment petits à petits."
42,Avis posté le 30-04-2018 à 16:40,paris-3e-arrondissement_75103,Dante05,8.75,8,9,8,9,9,9,9,9,7,"Les points positifs : Cet arrondissement offre une qualité de vie rare, culture, commerces, écoles , sécurité. Ayant quitté la rive gauche il y a 3 ans, je n'ai jamais regretté mon choix et je m'en réjouis en permanence.","Les points négatifs : Le point négatif est malheureusement le même que presque partout dans Paris, la propreté, celle-ci aurait besoin d'être fortement prise en main. Visitant régulièrement de grandes métropoles, la comparaison n'est pas en notre faveur."
43,Avis posté le 07-03-2018 à 13:39,paris-3e-arrondissement_75103,Alice Lewis,9.25,8,8,9,8,7,10,10,10,8,"Les points positifs : Beauté de l'architecture, quartier hyper vivant au niveau culturel, galeries, musées. Nombreux commerces de bouche ou de fringues. Beaucoup de restaurants de qualité. Arrondissement très familial.",Les points négatifs : Blindé le week-end. Invasion des boutiques de fringues qui prennent peu à peu la place des petits commerces.
44,Avis posté le 29-11-2016 à 14:19,paris-3e-arrondissement_75103,Rémifrom Paris,9.19,7,10,9,7,7,10,10,9,8,"Les points positifs : Le top, la quartier de Sainte AVOYE; un mini quartier village entouré des meilleurs plans de sorties de la capitale.
Vrai quartier multi-culturel de Paris intra-muros. Coup de cœur, les américains de la rue de Bretagne",Les points négatifs : Risque d'attirer trop de monde!
45,Avis posté le 18-10-2016 à 13:48,paris-3e-arrondissement_75103,Moimoimoi,7.56,4,9,3,4,10,8,10,10,7,"Les points positifs : Central, calme, vie de quartier sympa, plein de boutiques et de petits parcs à découvrir.
Tout se fait à pied et est ouvert le dimanche.","Les points négatifs : Pas optimal pour y vivre avec des enfants, peu de pédiatres et de specialistes
Le quartier est envahi le week-end, difficile de circuler sur les trottoirs en poussette ou de faire un tour de toboggan."
46,Avis posté le 08-10-2016 à 00:42,paris-3e-arrondissement_75103,DJy,9.38,8,10,6,9,9,10,9,10,9,"Les points positifs : Quartier très agréable à vivre, vivant, hétéroclite, village au cœur de Paris. De très nombreux cafés, bars, restaurants bobo, pour toutes les bourses",Les points négatifs : Peu d'installations sportives en plein centre de Paris
